Date,open,high,low,close
2013-12-30,152.4400024,152.4400024,147.0,151.27999880000002
2014-01-09,147.52999880000002,170.97000119999998,139.33999630000002,170.0099945
2014-01-19,176.67999269999999,181.5,169.61999509999998,178.38000490000002
2014-01-29,175.2299957,186.52999880000002,174.41999819999998,186.52999880000002
2014-02-08,196.5599976,199.63000490000002,195.32000730000001,198.2299957
2014-02-18,203.6999969,253.0,193.6399994,252.53999330000002
2014-02-28,244.80999759999997,254.8399963,244.80999759999997,246.21000669999998
2014-03-10,238.8399963,241.49000550000002,230.9700012,235.8399963
2014-03-20,234.9100037,234.9100037,207.32000730000001,212.36999509999998
2014-03-30,208.4499969,230.28999330000002,207.5200043,215.46000669999998
2014-04-09,216.92999269999996,216.92999269999996,193.91000369999998,198.11999509999998
2014-04-19,204.38000490000002,218.6399994,198.5099945,198.5099945
2014-04-29,206.91999819999998,216.6100006,178.58999630000002,178.58999630000002
2014-05-09,182.2599945,191.5599976,182.2599945,191.5599976
2014-05-19,196.08999630000002,211.55999759999997,195.3000031,210.24000550000002
2014-05-29,210.24000550000002,210.24000550000002,203.9900055,208.16999819999998
2014-06-08,205.3099976,231.66999819999998,202.3000031,231.66999819999998
2014-06-18,227.11999509999998,239.05999759999997,227.11999509999998,239.05999759999997
2014-06-28,240.05999759999997,240.05999759999997,222.6600037,222.6600037
2014-07-08,219.07000730000004,226.6999969,215.39999390000003,215.39999390000003
2014-07-18,220.0200043,223.57000730000004,219.58000180000002,223.57000730000004
2014-07-28,224.82000730000004,248.92999269999996,223.3000031,248.92999269999996
2014-08-07,252.3899994,262.01000980000003,248.13000490000002,262.01000980000003
2014-08-17,259.9400024,262.5499878,254.3399963,261.73999019999997
2014-08-27,263.25,286.0400085,263.25,277.39001460000003
2014-09-06,282.10998539999997,282.10998539999997,253.8600006,253.8600006
2014-09-16,260.73999019999997,263.82000730000004,246.9499969,246.9499969
2014-09-26,246.60000609999997,255.21000669999998,240.24000550000002,255.21000669999998
2014-10-06,260.6199951,260.6199951,224.5899963,229.6999969
2014-10-16,226.35000609999997,235.3399963,226.35000609999997,235.24000550000002
2014-10-26,221.66999819999998,242.7700043,221.66999819999998,238.92999269999996
2014-11-05,230.9700012,258.67999269999996,230.9700012,258.67999269999996
2014-11-15,253.9799957,257.7000122,242.7799988,246.7200012
2014-11-25,248.0899963,248.44000240000003,228.2799988,228.2799988
2014-12-05,223.71000669999998,223.71000669999998,207.0,207.0
2014-12-15,204.03999330000002,222.60000609999997,197.8099976,222.25999449999998
2014-12-25,227.82000730000004,227.82000730000004,219.30999759999997,219.30999759999997
2015-01-04,210.0899963,211.2799988,202.21000669999998,204.25
2015-01-14,192.6900024,201.61999509999998,191.86999509999998,201.28999330000002
2015-01-24,206.5500031,210.94000240000003,199.36999509999998,210.94000240000003
2015-02-03,218.3600006,220.99000550000002,202.88000490000002,202.88000490000002
2015-02-13,203.7700043,217.1100006,203.7700043,217.1100006
2015-02-23,207.33999630000002,207.33999630000002,197.33000180000002,202.4400024
2015-03-05,200.63000490000002,200.63000490000002,188.67999269999999,188.67999269999999
2015-03-15,195.6999969,201.72000119999998,194.7299957,201.72000119999998
2015-03-25,194.3000031,194.3000031,185.0,191.0
2015-04-04,203.1000061,210.89999390000003,203.1000061,209.7799988
2015-04-14,207.46000669999998,219.44000240000003,205.2700043,218.60000609999997
2015-04-24,218.42999269999996,232.4499969,218.42999269999996,226.0299988
2015-05-04,230.50999449999998,244.74000550000002,230.42999269999996,243.17999269999996
2015-05-14,244.10000609999997,248.8399963,244.10000609999997,247.7299957
2015-05-24,247.46000669999998,251.4499969,247.42999269999996,248.35000609999997
2015-06-03,248.99000550000002,256.2900085,245.91999819999998,250.69000240000003
2015-06-13,250.38000490000002,262.51000980000003,250.38000490000002,259.7900085
2015-06-23,267.6700134,280.019989,262.019989,280.019989
2015-07-03,279.7200012,279.7200012,254.96000669999998,259.1499939
2015-07-13,262.1600037,282.26000980000003,262.1600037,267.8699951
2015-07-23,267.2000122,267.2000122,253.00999449999998,266.1499939
2015-08-02,259.98999019999997,270.13000489999996,237.36999509999998,237.36999509999998
2015-08-12,238.16999819999998,260.7200012,230.7700043,230.7700043
2015-08-22,218.86999509999998,249.05999759999997,218.86999509999998,249.05999759999997
2015-09-01,238.63000490000002,248.9100037,238.63000490000002,248.4799957
2015-09-11,250.24000550000002,262.25,250.24000550000002,260.6199951
2015-09-21,264.2000122,264.2000122,246.64999390000003,248.39999390000003
2015-10-01,239.88000490000002,247.57000730000004,220.69000240000003,220.69000240000003
2015-10-11,215.58000180000002,228.10000609999997,213.0299988,213.0299988
2015-10-21,210.0899963,215.25999449999998,206.92999269999999,206.92999269999999
2015-10-31,213.78999330000002,232.3600006,208.3500061,225.33000180000002
2015-11-10,216.5,221.8000031,207.1900024,221.8000031
2015-11-20,220.00999449999998,231.6100006,217.75,231.6100006
2015-11-30,230.25999449999998,237.19000240000003,224.5200043,224.5200043
2015-12-10,227.07000730000004,234.50999449999998,217.0200043,230.46000669999998
2015-12-20,232.55999759999997,237.19000240000003,228.9499969,237.19000240000003
2015-12-30,238.0899963,240.00999449999998,211.0,211.0
2016-01-09,207.8500061,209.9700012,200.3099976,204.9900055
2016-01-19,204.72000119999998,204.72000119999998,188.07000730000001,189.6999969
2016-01-29,191.1999969,196.9400024,162.6000061,162.6000061
2016-02-08,147.9900055,168.67999269999999,143.66999819999998,168.67999269999999
2016-02-18,166.7700043,190.33999630000002,166.58000180000002,190.33999630000002
2016-02-28,191.92999269999999,205.28999330000002,186.3500061,202.6000061
2016-03-09,208.72000119999998,232.74000550000002,205.17999269999999,232.74000550000002
2016-03-19,238.32000730000004,238.32000730000004,222.58000180000002,230.25999449999998
2016-03-29,230.13000490000002,265.4200134,226.8899994,257.2000122
2016-04-08,250.07000730000004,254.5299988,247.82000730000004,254.50999449999998
2016-04-18,253.88000490000002,253.88000490000002,247.36999509999998,251.4700012
2016-04-28,247.71000669999998,247.71000669999998,211.5299988,214.92999269999996
2016-05-08,208.91999819999998,208.96000669999998,204.66000369999998,204.66000369999998
2016-05-18,211.16999819999998,225.11999509999998,211.16999819999998,223.03999330000002
2016-05-28,223.2299957,223.2299957,218.96000669999998,220.67999269999996
2016-06-07,232.3399963,235.5200043,214.96000669999998,217.92999269999996
2016-06-17,215.4700012,219.6999969,193.1499939,193.1499939
2016-06-27,198.5500031,216.5,198.5500031,214.44000240000003
2016-07-07,215.94000240000003,224.7799988,215.94000240000003,220.39999390000003
2016-07-17,226.25,230.00999449999998,220.5,229.50999449999998
2016-07-27,228.49000550000002,234.78999330000002,225.78999330000002,230.0299988
2016-08-06,226.1600037,229.08000180000002,224.9100037,225.5899963
2016-08-16,223.6100006,225.0,220.96000669999998,220.96000669999998
2016-08-26,219.99000550000002,219.99000550000002,197.77999880000002,197.77999880000002
2016-09-05,202.83000180000002,202.83000180000002,194.47000119999998,196.41000369999998
2016-09-15,200.41999819999998,207.4499969,200.41999819999998,207.4499969
2016-09-25,208.9900055,213.6999969,200.6999969,211.4100037
2016-10-05,208.46000669999998,208.46000669999998,196.5099945,196.5099945
2016-10-15,193.96000669999998,203.5599976,193.96000669999998,202.7599945
2016-10-25,202.33999630000002,204.0099945,187.41999819999998,187.41999819999998
2016-11-04,190.5599976,194.9400024,185.3500061,188.5599976
2016-11-14,181.4499969,193.1399994,181.4499969,193.1399994
2016-11-24,196.6499939,196.6499939,181.47000119999998,181.47000119999998
2016-12-04,186.8000031,198.1499939,185.8500061,198.1499939
2016-12-14,198.6900024,213.3399963,197.58000180000002,213.3399963
2016-12-24,219.5299988,219.74000550000002,213.69000240000003,213.69000240000003
2017-01-03,216.99000550000002,231.2799988,216.99000550000002,229.5899963
2017-01-13,237.75,244.7299957,235.58000180000002,244.7299957
2017-01-23,248.91999819999998,254.6100006,248.91999819999998,249.24000550000002
2017-02-02,251.5500031,269.230011,251.33000180000002,269.230011
2017-02-12,280.60000610000003,280.980011,268.9500122,277.39001460000003
2017-02-22,273.51000980000003,273.51000980000003,246.2299957,251.57000730000004
2017-03-04,251.21000669999998,251.21000669999998,243.69000240000003,246.16999819999998
2017-03-14,258.0,262.0499878,250.67999269999996,254.7799988
2017-03-24,263.1600037,278.2999878,263.1600037,278.2999878
2017-04-03,298.519989,312.39001460000003,295.0,296.8399963
2017-04-13,304.0,305.60000610000003,300.25,305.60000610000003
2017-04-23,308.0299988,322.82998660000004,308.0299988,318.89001460000003
2017-05-03,311.019989,325.2200012,295.4599915,324.80999760000003
2017-05-13,315.88000489999996,317.01000980000003,306.10998539999997,310.35000610000003
2017-05-23,303.85998539999997,341.01000980000003,303.85998539999997,340.36999510000004
2017-06-02,339.85000610000003,370.0,339.85000610000003,357.32000730000004
2017-06-12,359.01000980000003,380.6600037,359.01000980000003,376.39999389999997
2017-06-22,382.60998539999997,383.4500122,360.75,361.60998539999997
2017-07-02,352.61999510000004,352.61999510000004,308.82998660000004,327.2200012
2017-07-12,329.519989,329.92001339999996,319.57000730000004,328.39999389999997
2017-07-22,342.519989,343.85000610000003,323.4700012,323.4700012
2017-08-01,319.57000730000004,365.2200012,319.57000730000004,355.39999389999997
2017-08-11,357.86999510000004,363.7999878,347.4599915,347.4599915
2017-08-21,337.85998539999997,353.17999269999996,337.85998539999997,353.17999269999996
2017-08-31,355.89999389999997,355.89999389999997,343.39999389999997,343.39999389999997
2017-09-10,363.69000239999997,385.0,362.75,375.10000610000003
2017-09-20,373.9100037,373.9100037,339.60000610000003,341.10000610000003
2017-09-30,341.5299988,356.88000489999996,341.5299988,342.94000239999997
2017-10-10,355.5899963,359.64999389999997,350.60000610000003,351.80999760000003
2017-10-20,345.10000610000003,345.10000610000003,320.86999510000004,320.86999510000004
2017-10-30,320.07998660000004,331.5299988,299.26000980000003,304.39001460000003
2017-11-09,302.98999019999997,315.39999389999997,302.98999019999997,315.0499878
2017-11-19,308.73999019999997,317.80999760000003,308.73999019999997,317.5499878
2017-11-29,307.5400085,315.13000489999996,303.7000122,315.13000489999996
2017-12-09,328.9100037,343.4500122,328.9100037,338.86999510000004
2017-12-19,331.10000610000003,331.6600037,311.64001460000003,315.35998539999997
2017-12-29,311.35000610000003,320.5299988,311.35000610000003,316.57998660000004
2018-01-08,336.4100037,347.1600037,333.69000239999997,347.1600037
2018-01-18,344.57000730000004,352.7900085,337.64001460000003,342.85000610000003
2018-01-28,349.5299988,354.30999760000003,333.13000489999996,333.9700012
2018-02-07,345.0,345.0,310.42001339999996,335.48999019999997
2018-02-17,334.769989,357.42001339999996,333.2999878,357.42001339999996
2018-02-27,350.98999019999997,350.98999019999997,328.2000122,329.10000610000003
2018-03-09,327.17001339999996,345.51000980000003,321.35000610000003,321.35000610000003
2018-03-19,313.55999760000003,316.5299988,257.7799988,257.7799988
2018-03-29,266.1300049,305.7200012,252.4799957,299.2999878
2018-04-08,289.6600037,304.7000122,287.69000239999997,287.69000239999997
2018-04-18,293.35000610000003,300.07998660000004,280.69000239999997,294.07998660000004
2018-04-28,293.89999389999997,302.769989,284.4500122,302.769989
2018-05-08,301.9700012,306.85000610000003,284.17999269999996,284.5400085
2018-05-18,276.82000730000004,284.48999019999997,275.01000980000003,278.85000610000003
2018-05-28,283.76000980000003,319.5,283.76000980000003,319.5
2018-06-07,316.0899963,358.17001339999996,316.0899963,358.17001339999996
2018-06-17,370.82998660000004,370.82998660000004,333.01000980000003,342.0
2018-06-27,344.5,349.92999269999996,308.89999389999997,308.89999389999997
2018-07-07,318.51000980000003,322.4700012,310.10000610000003,310.10000610000003
2018-07-17,322.69000239999997,323.85000610000003,297.42999269999996,306.64999389999997
2018-07-27,297.17999269999996,349.5400085,290.17001339999996,348.17001339999996
2018-08-06,341.98999019999997,379.57000730000004,338.69000239999997,338.69000239999997
2018-08-16,335.4500122,335.4500122,305.5,322.82000730000004
2018-08-26,319.269989,319.269989,288.9500122,288.9500122
2018-09-05,280.73999019999997,295.2000122,263.23999019999997,295.2000122
2018-09-15,294.8399963,299.67999269999996,284.9599915,299.67999269999996
2018-09-25,300.98999019999997,310.7000122,264.769989,281.82998660000004
2018-10-05,261.9500122,262.7999878,250.55999759999997,258.7799988
2018-10-15,259.5899963,294.14001460000003,259.5899963,288.5
2018-10-25,314.85998539999997,346.4100037,314.85998539999997,346.4100037
2018-11-04,341.39999389999997,351.39999389999997,331.2799988,338.730011
2018-11-14,344.0,354.30999760000003,325.82998660000004,325.82998660000004
2018-11-24,346.0,358.48999019999997,341.17001339999996,358.48999019999997
2018-12-04,359.7000122,376.7900085,357.9700012,376.7900085
2018-12-14,365.7099915,365.7099915,315.38000489999996,319.769989
2018-12-24,295.39001460000003,333.86999510000004,295.39001460000003,310.11999510000004
2019-01-03,300.35998539999997,347.26000980000003,300.35998539999997,347.26000980000003
2019-01-13,334.39999389999997,347.30999760000003,298.92001339999996,298.92001339999996
2019-01-23,287.5899963,312.2099915,287.5899963,312.2099915
2019-02-02,312.89001460000003,321.35000610000003,305.7999878,312.8399963
2019-02-12,311.80999760000003,311.80999760000003,291.230011,291.230011
2019-02-22,294.7099915,319.88000489999996,294.7099915,294.7900085
2019-03-04,285.35998539999997,290.92001339999996,276.23999019999997,288.9599915
2019-03-14,289.9599915,289.9599915,264.5299988,264.5299988
2019-03-24,260.4200134,289.17999269999996,260.4200134,285.88000489999996
2019-04-03,291.80999760000003,291.80999760000003,267.7000122,267.7000122
2019-04-13,266.3800049,273.35998539999997,262.75,262.75
2019-04-23,263.8999939,263.8999939,234.00999449999998,244.10000609999997
2019-05-03,255.0299988,255.3399963,239.5200043,239.5200043
2019-05-13,227.00999449999998,232.30999759999997,192.7299957,192.7299957
2019-05-23,195.4900055,195.4900055,185.16000369999998,185.16000369999998
2019-06-02,178.97000119999998,217.10000609999997,178.97000119999998,217.10000609999997
2019-06-12,209.2599945,226.42999269999996,209.2599945,221.8600006
2019-06-22,223.6399994,227.16999819999998,219.2700043,227.16999819999998
2019-07-02,224.5500031,238.91999819999998,224.5500031,238.60000609999997
2019-07-12,245.08000180000002,258.17999269999996,245.08000180000002,258.17999269999996
2019-07-22,255.67999269999996,264.8800049,228.03999330000002,241.6100006
2019-08-01,233.85000609999997,238.3000031,228.32000730000004,235.00999449999998
2019-08-11,229.00999449999998,235.0,215.6399994,225.8600006
2019-08-21,220.83000180000002,225.6100006,211.39999390000003,225.6100006
2019-08-31,225.00999449999998,231.78999330000002,220.67999269999996,231.78999330000002
2019-09-10,235.53999330000002,247.10000609999997,235.53999330000002,246.60000609999997
2019-09-20,240.61999509999998,242.55999759999997,223.21000669999998,242.13000490000002
2019-09-30,240.86999509999998,244.69000240000003,231.42999269999996,244.5299988
2019-10-10,244.74000550000002,261.9700012,244.74000550000002,256.9500122
2019-10-20,253.5,328.13000489999996,253.5,316.2200012
2019-10-30,315.01000980000003,337.14001460000003,313.30999760000003,337.14001460000003
2019-11-09,345.0899963,352.17001339999996,345.0899963,349.98999019999997
2019-11-19,359.519989,359.519989,328.92001339999996,331.2900085
2019-11-29,329.94000239999997,336.2000122,329.94000239999997,335.89001460000003
2019-12-09,339.5299988,393.14999389999997,339.5299988,393.14999389999997
2019-12-19,404.0400085,430.9400024,404.0400085,430.38000489999996
2019-12-29,414.7000122,418.32998660000004,414.7000122,418.32998660000004
