Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,32.5,31.0,32.46875,31.25,2140400.0,19.222688674926758
2000-01-04,31.21875,29.5,30.5625,29.96875,3367000.0,18.43454933166504
2000-01-05,30.125,29.25,29.96875,29.375,3904600.0,18.06932830810547
2000-01-06,30.90625,28.4375,29.25,30.78125,6148600.0,18.93433952331543
2000-01-07,32.34375,30.3125,30.78125,32.0,3995000.0,19.68402862548828
2000-01-10,32.625,31.84375,32.0,32.3125,2460200.0,19.876270294189453
2000-01-11,32.21875,31.46875,32.1875,31.5625,2210000.0,19.414915084838867
2000-01-12,32.75,31.5625,31.59375,32.28125,2532200.0,19.857040405273438
2000-01-13,32.9375,32.0,32.09375,32.625,2106400.0,20.068485260009766
2000-01-14,32.625,31.5,32.625,31.90625,3040800.0,19.62636947631836
2000-01-18,31.71875,30.09375,31.5,31.375,4874600.0,19.299579620361328
2000-01-19,31.75,30.21875,31.1875,30.34375,3621200.0,18.665225982666016
2000-01-20,30.65625,29.03125,30.53125,29.65625,3840200.0,18.242334365844727
2000-01-21,30.5,29.03125,29.75,30.3125,4532400.0,18.64600372314453
2000-01-24,31.875,29.75,31.25,30.0,5444400.0,18.453779220581055
2000-01-25,29.8125,28.0,29.6875,28.4375,5178200.0,17.49264144897461
2000-01-26,29.0,27.6875,28.4375,28.5,4411200.0,17.53108787536621
2000-01-27,28.6875,27.0,28.5,27.59375,3873800.0,16.9736328125
2000-01-28,27.5625,25.75,27.46875,26.125,7165400.0,16.070167541503906
2000-01-31,26.875,26.15625,26.3125,26.46875,4094800.0,16.281620025634766
2000-02-01,27.0,26.28125,26.75,26.84375,5269600.0,16.512283325195312
2000-02-02,27.25,26.59375,26.9375,26.875,3064200.0,16.531517028808594
2000-02-03,27.1875,25.75,27.125,26.46875,4442000.0,16.281620025634766
2000-02-04,26.75,25.0,26.5,25.6875,6752800.0,15.801054000854492
2000-02-07,26.0,25.15625,25.59375,25.59375,7392400.0,15.743382453918457
2000-02-08,25.8125,24.96875,25.5,25.5,4819600.0,15.685710906982422
2000-02-09,26.28125,25.25,25.9375,25.3125,5518600.0,15.570380210876465
2000-02-10,25.84375,24.875,25.375,25.0625,3483600.0,15.416594505310059
2000-02-11,25.53125,23.78125,25.0625,24.1875,3988000.0,14.878362655639648
2000-02-14,25.75,24.40625,24.40625,25.15625,4672400.0,15.474268913269043
2000-02-15,26.4375,24.8125,25.3125,26.21875,6492000.0,16.12784194946289
2000-02-16,26.9375,26.0,26.34375,26.0625,3866200.0,16.154958724975586
2000-02-17,27.3125,26.0,27.0,27.0625,3986200.0,16.77480697631836
2000-02-18,27.25,25.9375,27.125,26.1875,2937000.0,16.232433319091797
2000-02-22,27.21875,25.65625,26.8125,26.75,2887800.0,16.581100463867188
2000-02-23,27.1875,26.375,26.75,26.375,3639000.0,16.348655700683594
2000-02-24,26.5625,25.09375,26.4375,25.4375,4850000.0,15.767542839050293
2000-02-25,25.5625,24.9375,25.25,25.03125,4349600.0,15.515725135803223
2000-02-28,25.875,25.0,25.375,25.53125,7077600.0,15.82565689086914
2000-02-29,26.0,25.25,26.0,25.46875,3241600.0,15.786911010742188
2000-03-01,25.5625,24.375,25.46875,25.40625,3662800.0,15.748173713684082
2000-03-02,25.6875,24.8125,25.375,25.40625,3311600.0,15.748173713684082
2000-03-03,26.46875,25.0,25.28125,25.90625,3196000.0,16.058103561401367
2000-03-06,26.34375,24.625,26.15625,25.0,3306200.0,15.496356010437012
2000-03-07,25.78125,24.375,25.0625,25.25,3321600.0,15.65131950378418
2000-03-08,25.25,24.5,25.25,24.625,3341400.0,15.263900756835938
2000-03-09,24.5,23.25,24.25,24.03125,4442200.0,14.895882606506348
2000-03-10,24.75,23.46875,23.90625,24.4375,4031600.0,15.14769458770752
2000-03-13,24.71875,24.09375,24.25,24.5,2977800.0,15.18643856048584
2000-03-14,25.3125,24.78125,24.78125,24.96875,4819000.0,15.476987838745117
2000-03-15,27.75,24.6875,25.03125,26.9375,6193600.0,16.697328567504883
2000-03-16,28.96875,27.125,27.4375,28.5,6666400.0,17.665847778320312
2000-03-17,29.1875,27.09375,28.0,27.3125,5387400.0,16.929773330688477
2000-03-20,28.90625,26.96875,27.3125,28.0625,3508200.0,17.394668579101562
2000-03-21,28.90625,27.625,27.875,28.375,3442000.0,17.588363647460938
2000-03-22,29.125,27.6875,28.75,27.90625,5261000.0,17.297807693481445
2000-03-23,29.1875,27.5,27.9375,29.1875,3499600.0,18.092002868652344
2000-03-24,29.5,28.25,28.75,28.53125,3298200.0,17.685216903686523
2000-03-27,29.4375,28.5,29.4375,28.71875,2979600.0,17.801435470581055
2000-03-28,29.125,28.5,28.5,28.90625,2408800.0,17.91766357421875
2000-03-29,29.125,28.15625,28.6875,28.8125,2301200.0,17.859554290771484
2000-03-30,31.0,28.75,28.75,30.6875,4159400.0,19.021785736083984
2000-03-31,32.25,29.875,30.0,31.59375,5577400.0,19.583524703979492
2000-04-03,31.9375,29.875,31.59375,30.9375,4282400.0,19.176740646362305
2000-04-04,31.9375,29.78125,31.5,31.59375,3104000.0,19.583524703979492
2000-04-05,31.375,30.25,31.125,30.5,2719200.0,18.905555725097656
2000-04-06,31.3125,30.375,30.53125,30.75,2314200.0,19.06052589416504
2000-04-07,30.9375,30.0,30.75,30.46875,2466200.0,18.886192321777344
2000-04-10,32.0,30.375,30.46875,32.0,3665200.0,19.835336685180664
2000-04-11,32.875,31.34375,31.4375,32.125,4577000.0,19.912818908691406
2000-04-12,32.625,32.0625,32.0625,32.125,4755200.0,19.912818908691406
2000-04-13,32.34375,30.40625,32.0625,30.4375,4741400.0,18.8668155670166
2000-04-14,29.5,28.03125,28.5625,28.125,5061600.0,17.433401107788086
2000-04-17,29.84375,28.8125,29.0,29.78125,2781000.0,18.460037231445312
2000-04-18,30.1875,28.40625,29.375,29.03125,2700800.0,17.995145797729492
2000-04-19,31.21875,29.375,29.5625,30.5625,3027400.0,18.944299697875977
2000-04-20,32.3125,29.9375,30.0,32.03125,4478000.0,19.85470199584961
2000-04-24,33.0625,32.0,32.5,32.4375,5185600.0,20.106525421142578
2000-04-25,32.84375,31.65625,32.5,32.28125,3311000.0,20.009672164916992
2000-04-26,32.25,30.3125,32.09375,30.3125,3729200.0,18.789335250854492
2000-04-27,31.40625,30.0,30.25,31.0,2289800.0,19.21548843383789
2000-04-28,31.4375,30.375,31.0,31.09375,1395200.0,19.273597717285156
2000-05-01,31.8125,30.5,30.71875,31.0,2307800.0,19.21548843383789
2000-05-02,31.9375,30.78125,31.21875,31.375,3010000.0,19.44792938232422
2000-05-03,31.09375,30.28125,30.625,30.65625,1538400.0,19.00240135192871
2000-05-04,31.125,30.0,30.71875,30.875,3223000.0,19.138002395629883
2000-05-05,32.96875,30.8125,31.0,32.65625,3386200.0,20.242109298706055
2000-05-08,33.46875,30.96875,32.53125,31.125,3777400.0,19.2929630279541
2000-05-09,31.75,30.78125,31.1875,31.25,2408400.0,19.37044906616211
2000-05-10,31.75,29.5,31.46875,29.875,4306200.0,18.518144607543945
2000-05-11,32.25,30.6875,30.8125,31.75,2625400.0,19.68037223815918
2000-05-12,32.4375,31.4375,31.8125,32.125,2420400.0,19.912818908691406
2000-05-15,32.5,31.75,31.75,32.03125,2277800.0,19.85470199584961
2000-05-16,33.21875,32.15625,32.4375,33.09375,2178200.0,20.513301849365234
2000-05-17,32.875,32.3125,32.875,32.59375,2165200.0,20.326213836669922
2000-05-18,32.9375,32.1875,32.46875,32.4453125,1848000.0,20.23365592956543
2000-05-19,31.9375,30.8125,31.75,31.1875,2161000.0,19.449243545532227
2000-05-22,31.5,30.8125,31.5,30.96875,3453600.0,19.312828063964844
2000-05-23,31.21875,30.21875,31.21875,30.40625,3230800.0,18.962045669555664
2000-05-24,30.9375,29.5,30.9375,29.9375,4726800.0,18.669719696044922
2000-05-25,29.9375,29.21875,29.9375,29.6875,3716800.0,18.513822555541992
2000-05-26,30.0625,29.1875,30.0625,29.46875,1678800.0,18.377391815185547
2000-05-30,29.78125,28.875,29.34375,29.5,3547000.0,18.396886825561523
2000-05-31,30.6875,29.34375,29.46875,30.21875,2836800.0,18.845108032226562
2000-06-01,30.9375,29.03125,29.5,30.84375,3278600.0,19.234872817993164
2000-06-02,32.4375,31.3125,31.40625,31.5625,3129400.0,19.6831111907959
2000-06-05,30.78125,29.875,30.5625,30.375,2447800.0,18.942556381225586
2000-06-06,30.96875,30.0625,30.375,30.78125,1887000.0,19.195899963378906
2000-06-07,31.125,29.9375,30.8125,30.0,1936200.0,18.708694458007812
2000-06-08,29.125,28.0,29.0,28.46875,7184600.0,17.753768920898438
2000-06-09,29.65625,28.6875,28.75,29.34375,3856000.0,18.299436569213867
2000-06-12,29.5625,29.125,29.375,29.140625,1764800.0,18.172767639160156
2000-06-13,29.40625,28.5,29.375,28.59375,2685600.0,17.831722259521484
2000-06-14,30.125,29.0,29.0,29.875,3227200.0,18.630739212036133
2000-06-15,30.875,29.46875,29.90625,29.8125,2175600.0,18.59177017211914
2000-06-16,30.125,29.09375,29.5625,29.4375,3612800.0,18.357906341552734
2000-06-19,29.65625,28.15625,29.625,28.6875,4281800.0,17.89019012451172
2000-06-20,28.5625,27.5625,28.5,27.8125,5452200.0,17.344512939453125
2000-06-21,28.71875,27.6875,28.5625,28.4375,2787000.0,17.734283447265625
2000-06-22,29.0,27.8125,29.0,28.25,2640200.0,17.617347717285156
2000-06-23,28.625,27.90625,28.25,28.53125,1551800.0,17.79274559020996
2000-06-26,29.0,28.25,28.875,28.53125,1500000.0,17.79274559020996
2000-06-27,29.0625,28.15625,28.5,28.25,3035600.0,17.617347717285156
