Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,10.388978958129883,9.939887046813965,10.269221305847168,9.969826698303223,1161200.0,5.364321708679199
2000-01-04,10.05964469909668,9.730311393737793,9.790189743041992,9.76025104522705,1576200.0,5.251558780670166
2000-01-05,9.909947395324707,9.670432090759277,9.76025104522705,9.82012939453125,1172000.0,5.283774375915527
2000-01-06,10.269221305847168,9.700371742248535,9.730311393737793,10.089584350585938,3336600.0,5.4287567138671875
2000-01-07,10.778190612792969,10.209342002868652,10.329099655151367,10.388978958129883,3325600.0,5.589848518371582
2000-01-10,10.388978958129883,9.969826698303223,10.388978958129883,10.05964469909668,2256800.0,5.412649631500244
2000-01-11,10.508736610412598,10.029705047607422,10.05964469909668,10.448857307434082,2191600.0,5.622065544128418
2000-01-12,10.538675308227539,10.359039306640625,10.508736610412598,10.388978958129883,2112200.0,5.589848518371582
2000-01-13,10.778190612792969,10.359039306640625,10.388978958129883,10.71831226348877,2998400.0,5.767048358917236
2000-01-14,10.748251914978027,10.329099655151367,10.71831226348877,10.538675308227539,1925000.0,5.6703948974609375
2000-01-18,10.598554611206055,10.179402351379395,10.29916000366211,10.538675308227539,2645000.0,5.6703948974609375
2000-01-19,10.778190612792969,10.448857307434082,10.538675308227539,10.688372611999512,3027900.0,5.75093936920166
2000-01-20,10.838069915771484,10.47879695892334,10.838069915771484,10.598554611206055,1646900.0,5.702610492706299
2000-01-21,10.658432960510254,10.29916000366211,10.598554611206055,10.388978958129883,3216400.0,5.589848518371582
2000-01-24,10.538675308227539,9.880008697509766,10.538675308227539,9.99976634979248,2719200.0,5.380431652069092
2000-01-25,10.418917655944824,9.460856437683105,10.418917655944824,9.490796089172363,4284400.0,5.106577396392822
2000-01-26,9.850069046020508,9.520735740661621,9.58061408996582,9.730311393737793,2695500.0,5.235448360443115
2000-01-27,9.850069046020508,9.550674438476562,9.850069046020508,9.640493392944336,2270300.0,5.1871209144592285
2000-01-28,9.76025104522705,9.460856437683105,9.460856437683105,9.58061408996582,2209600.0,5.154901504516602
2000-01-31,9.670432090759277,9.221341133117676,9.670432090759277,9.520735740661621,2261600.0,5.122684955596924
2000-02-01,9.58061408996582,9.281220436096191,9.490796089172363,9.490796089172363,1600700.0,5.106577396392822
2000-02-02,9.640493392944336,9.34109878540039,9.490796089172363,9.400978088378906,2528100.0,5.058248519897461
2000-02-03,9.460856437683105,9.251280784606934,9.34109878540039,9.34109878540039,1728000.0,5.026032447814941
2000-02-04,9.490796089172363,9.311159133911133,9.430916786193848,9.34109878540039,1906300.0,5.026032447814941
2000-02-07,9.371038436889648,9.221341133117676,9.251280784606934,9.311159133911133,1672000.0,5.009921550750732
2000-02-08,9.371038436889648,9.161462783813477,9.251280784606934,9.251280784606934,1481500.0,4.9777045249938965
2000-02-09,9.34109878540039,9.041704177856445,9.34109878540039,9.101583480834961,4365600.0,4.897159099578857
2000-02-10,9.34109878540039,9.071643829345703,9.101583480834961,9.071643829345703,2309800.0,4.881050109863281
2000-02-11,9.191401481628418,8.802188873291016,9.101583480834961,8.862068176269531,4588600.0,4.768286228179932
2000-02-14,8.892007827758789,8.023764610290527,8.862068176269531,8.263279914855957,9843800.0,4.446104526519775
2000-02-15,8.622552871704102,8.113582611083984,8.2333402633667,8.592613220214844,12174200.0,4.623303413391113
2000-02-16,8.742310523986816,8.442915916442871,8.592613220214844,8.6824312210083,3632400.0,4.671630382537842
2000-02-17,8.742310523986816,8.383037567138672,8.65249252319336,8.442915916442871,1589200.0,4.542757987976074
2000-02-18,8.472855567932129,8.1734619140625,8.442915916442871,8.263279914855957,2491200.0,4.446104526519775
2000-02-22,8.383037567138672,8.203400611877441,8.263279914855957,8.263279914855957,1939800.0,4.446104526519775
2000-02-23,8.263279914855957,7.96388578414917,8.263279914855957,8.053704261779785,2346700.0,4.333341121673584
2000-02-24,8.083642959594727,7.844127655029297,8.083642959594727,7.874067306518555,2173000.0,4.236685752868652
2000-02-25,7.874067306518555,7.54473352432251,7.874067306518555,7.54473352432251,3410700.0,4.059487819671631
2000-02-28,7.724370002746582,7.54473352432251,7.664491176605225,7.604612350463867,4853200.0,4.091704845428467
2000-02-29,7.814188480377197,7.574673175811768,7.604612350463867,7.694430828094482,3798200.0,4.1400322914123535
2000-03-01,7.874067306518555,7.634552001953125,7.724370002746582,7.694430828094482,5559700.0,4.1400322914123535
2000-03-02,8.1734619140625,7.634552001953125,7.694430828094482,8.083642959594727,6713900.0,4.349449634552002
2000-03-03,8.293219566345215,7.96388578414917,8.083642959594727,8.2333402633667,2683200.0,4.429996013641357
2000-03-06,8.323158264160156,8.143522262573242,8.263279914855957,8.263279914855957,2134600.0,4.446104526519775
2000-03-07,8.6824312210083,8.225855827331543,8.353097915649414,8.532734870910645,2757900.0,4.591087341308594
