Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,17.5,16.625,17.4375,16.625,64600.0,11.39904499053955
2000-01-04,16.625,15.625,16.625,15.875,81900.0,10.884804725646973
2000-01-05,15.75,15.0,15.75,15.75,38100.0,10.799095153808594
2000-01-06,16.25,15.75,15.75,16.0,41200.0,10.97050952911377
2000-01-07,16.25,15.75,15.875,15.875,34700.0,10.884804725646973
2000-01-10,16.5,16.0,16.5,16.0,94200.0,10.97050952911377
2000-01-11,16.875,16.0,16.125,16.4375,39700.0,11.270490646362305
2000-01-12,17.125,16.5,16.5,17.125,25100.0,11.741874694824219
2000-01-13,17.5,16.875,17.25,16.9375,62000.0,11.613316535949707
2000-01-14,17.75,16.875,17.0,17.5,183100.0,11.998994827270508
2000-01-18,18.25,17.75,17.75,18.0,77300.0,12.341824531555176
2000-01-19,18.375,17.9375,18.0,18.25,34500.0,12.513236045837402
2000-01-20,18.25,17.375,18.25,17.5,42200.0,11.998994827270508
2000-01-21,17.5,17.25,17.4375,17.375,16000.0,11.913291931152344
2000-01-24,17.5,17.0,17.5,17.125,10700.0,11.741874694824219
2000-01-25,17.5,17.0625,17.125,17.25,19200.0,11.827583312988281
2000-01-26,17.5,17.25,17.25,17.4375,16600.0,11.956141471862793
2000-01-27,18.0,17.4375,17.4375,17.5,33600.0,11.998994827270508
2000-01-28,17.625,17.3125,17.625,17.375,3900.0,11.913291931152344
2000-01-31,17.5,17.125,17.125,17.5,53900.0,11.998994827270508
2000-02-01,17.75,17.375,17.375,17.75,15400.0,12.17041301727295
2000-02-02,18.125,17.875,18.0,17.9375,92700.0,12.298973083496094
2000-02-03,18.125,17.9375,18.0625,18.0,35200.0,12.341824531555176
2000-02-04,18.5625,18.125,18.125,18.4375,51500.0,12.641797065734863
2000-02-07,18.5625,18.375,18.4375,18.5,25200.0,12.684653282165527
2000-02-08,18.875,18.5,18.5,18.5625,45300.0,12.727503776550293
2000-02-09,18.75,18.375,18.75,18.375,9100.0,12.598946571350098
2000-02-10,18.5,17.875,18.5,17.875,9700.0,12.256120681762695
