Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,1.80078125,1.716796875,1.78515625,1.759765625,54070400.0,1.5415143966674805
2000-01-04,1.71875,1.6640625,1.703125,1.6796875,38960000.0,1.471367597579956
2000-01-05,1.68359375,1.64453125,1.6796875,1.666015625,24038400.0,1.4593913555145264
2000-01-06,1.7890625,1.65625,1.65625,1.779296875,35760000.0,1.5586230754852295
2000-01-07,2.1015625,1.794921875,1.796875,2.05078125,67779200.0,1.796437382698059
2000-01-10,2.451171875,2.05078125,2.05859375,2.318359375,61219200.0,2.030829429626465
2000-01-11,2.32421875,2.0703125,2.322265625,2.1064453125,46502400.0,1.8451977968215942
2000-01-12,2.15625,2.03515625,2.13671875,2.087890625,21923200.0,1.8289440870285034
2000-01-13,2.20703125,2.09375,2.15625,2.203125,23811200.0,1.9298869371414185
2000-01-14,2.25927734375,2.125,2.2177734375,2.15234375,38908800.0,1.8854031562805176
2000-01-18,2.150390625,1.96484375,2.1484375,2.138671875,38672000.0,1.873426914215088
2000-01-19,2.12109375,1.87109375,2.12109375,1.96484375,81686400.0,1.7211581468582153
2000-01-20,2.046875,1.8359375,2.044921875,1.955078125,39651200.0,1.712603211402893
2000-01-21,2.021484375,1.9375,1.958984375,1.94921875,25081600.0,1.7074707746505737
2000-01-24,2.001953125,1.73046875,2.001953125,1.732421875,51062400.0,1.517561674118042
2000-01-25,1.779296875,1.640625,1.75,1.76953125,38486400.0,1.5500686168670654
2000-01-26,1.775390625,1.6328125,1.775390625,1.6865234375,29126400.0,1.477355718612671
2000-01-27,1.720703125,1.546875,1.708984375,1.55078125,23321600.0,1.3584485054016113
2000-01-28,1.59765625,1.443359375,1.5625,1.5302734375,44937600.0,1.340484380722046
2000-01-31,1.6328125,1.40234375,1.537109375,1.462890625,23894400.0,1.2814582586288452
2000-02-01,1.5234375,1.43359375,1.44921875,1.443359375,31091200.0,1.2643496990203857
2000-02-02,1.53125,1.41796875,1.45703125,1.435546875,40953600.0,1.257506012916565
2000-02-03,1.47265625,1.3984375,1.46875,1.40625,39974400.0,1.2318428754806519
2000-02-04,1.46875,1.41015625,1.4375,1.4609375,34313600.0,1.279747486114502
2000-02-07,1.748046875,1.453125,1.484375,1.697265625,55174400.0,1.4867652654647827
2000-02-08,1.8671875,1.671875,1.732421875,1.853515625,42739200.0,1.6236369609832764
2000-02-09,1.90625,1.6953125,1.888671875,1.716796875,36944000.0,1.5038747787475586
2000-02-10,1.83203125,1.671875,1.7548828125,1.72998046875,31875200.0,1.5154228210449219
2000-02-11,1.76953125,1.66796875,1.732421875,1.748046875,35638400.0,1.5312484502792358
2000-02-14,1.890625,1.75390625,1.7548828125,1.876953125,34112000.0,1.6441676616668701
2000-02-15,2.0,1.859375,1.890625,1.984375,52416000.0,1.7382668256759644
2000-02-16,2.125,1.9921875,2.0,2.0,65075200.0,1.7519536018371582
2000-02-17,2.37109375,2.09765625,2.09765625,2.328125,72723200.0,2.03938364982605
2000-02-18,2.515625,2.208984375,2.28125,2.408203125,75715200.0,2.1095306873321533
2000-02-22,2.390625,2.1328125,2.36328125,2.3408203125,44249600.0,2.050504684448242
